anomesdia,geracao_gas_fossil,geracao_carvao_duro,carga_total_real,preco_dia_seguinte,preco_real,temperatura,velocidade_vento
2015-07-19,4945.672131147541,6855.622950819672,26680.852459016394,55.42049180327869,65.15852459016394,300.33295081967213,2.1475409836065573
2015-07-20,9126.166666666666,7848.5,33284.291666666664,64.25041666666667,76.11791666666666,301.4085833333333,2.4833333333333334
2015-07-21,9573.936507936507,7770.944444444444,34136.25396825397,65.47246031746032,76.97230158730159,301.186746031746,2.492063492063492
2015-07-22,9204.738461538462,7465.153846153846,33468.13846153846,63.406000000000006,75.37292307692307,300.1700769230769,2.6846153846153844
2015-07-23,8844.041666666666,7678.083333333333,33479.791666666664,64.6675,76.37166666666667,300.5058333333333,2.691666666666667
2015-07-24,5949.875,7444.458333333333,33082.708333333336,58.7375,71.11875,300.5665,2.7333333333333334
2015-07-25,4448.583333333333,6638.041666666667,28267.416666666668,52.43333333333333,62.562083333333334,298.853,2.575
2015-07-26,4297.380165289256,6376.909090909091,26453.76859504132,48.518181818181816,58.900330578512396,299.9767768595041,2.7355371900826446
2015-07-27,6387.291666666667,7265.0,32191.333333333332,61.54333333333333,74.14625,300.64666666666665,2.6666666666666665
2015-07-28,6913.416666666667,7465.375,32823.208333333336,62.69583333333333,74.98875,300.84425,2.1333333333333333
2015-07-29,7037.291666666667,7821.583333333333,33218.458333333336,59.73583333333333,73.09083333333334,300.27466666666663,2.6333333333333333
2015-07-30,5635.208333333333,7739.291666666667,31974.625,56.624583333333334,70.1575,298.2388333333334,2.7916666666666665
2015-07-31,5331.396825396825,7568.730158730159,30312.5873015873,56.571666666666665,68.50515873015873,297.0406746031746,3.015873015873016
2015-08-01,7649.631147540984,7757.204918032787,32608.39344262295,64.43532786885245,61.954098360655735,296.68508196721314,2.040983606557377
2015-08-02,4495.75,4397.416666666667,28173.458333333332,40.21375,55.817083333333336,299.59433333333334,2.566666666666667
2015-08-03,4111.208333333333,2160.1666666666665,24382.5,36.62083333333333,69.51166666666667,300.233,2.7916666666666665
2015-08-04,3665.46875,3205.0625,28388.671875,41.1459375,69.22359375,299.449296875,2.2265625
2015-08-05,4051.5,3613.5416666666665,28102.208333333332,39.846250000000005,69.13583333333332,299.4552708333333,2.4916666666666667
2015-08-06,5137.090909090909,6614.644628099173,29954.18181818182,56.40272727272727,70.84570247933884,299.22727272727275,2.15702479338843
2015-08-07,7076.76,7242.992,33671.832,58.96656,69.87064,300.62991999999997,2.656
2015-08-08,4526.217741935484,5992.080645161291,27147.00806451613,55.380887096774195,63.053467741935485,298.5007258064516,2.306451612903226
2015-08-09,5822.074380165289,7130.785123966943,27455.471074380166,60.73057851239669,56.89264462809918,297.71661157024795,2.371900826446281
2015-08-10,5522.916666666667,6777.0,27549.75,55.504583333333336,69.12083333333334,299.29130833333335,2.5166666666666666
2015-08-11,4355.458333333333,3519.1666666666665,23395.166666666668,40.89541666666666,69.62333333333332,300.08175,2.825
2015-08-12,5977.541666666667,6154.166666666667,25878.625,54.69583333333333,67.56583333333333,300.29775,2.441666666666667
2015-08-13,4202.75,5480.625,29137.333333333332,51.60041666666667,60.21041666666667,299.03625,3.933333333333333
2015-08-14,4544.791666666667,5767.958333333333,27530.583333333332,55.65708333333334,64.68833333333333,296.81675,3.2583333333333333
2015-08-15,4269.429752066116,5356.305785123967,23931.322314049587,49.36652892561984,58.24429752066116,295.4402479338843,2.28099173553719
2015-08-16,4422.5,5508.875,23092.916666666668,52.06791666666666,61.627916666666664,296.09058333333337,2.6083333333333334
2015-08-17,5175.859504132231,6835.330578512397,27272.619834710742,59.646694214876035,68.32396694214877,297.35719008264465,2.512396694214876
2015-08-18,4766.852459016393,6933.795081967213,27396.20491803279,55.64795081967213,63.877377049180325,296.15999999999997,2.622950819672131
2015-08-19,4799.916666666667,7218.583333333333,27718.666666666668,57.49166666666667,65.38916666666667,297.19208333333336,2.3833333333333333
2015-08-20,5005.958333333333,7487.166666666667,28708.833333333332,58.36416666666666,66.11999999999999,299.14225,2.55
2015-08-21,5485.375,7585.416666666667,29220.875,62.27375,69.51916666666666,299.5254166666667,2.683333333333333
2015-08-22,4153.088,6139.28,26199.88,52.45336,60.533120000000004,297.92436,2.824
