,geracao_gas_fossil,geracao_carvao_duro,carga_total_real,temperatura,velocidade_vento,ano,mes,dia,dia_semana,dia_ano,trimestre,fim_semana,mes_sin,mes_cos,dia_ano_sin,dia_ano_cos,dia_semana_sin,dia_semana_cos,preco_real_lag_1,carga_lag_1,preco_real_lag_2,carga_lag_2,preco_real_lag_3,carga_lag_3,preco_real_lag_7,carga_lag_7,preco_real_lag_14,carga_lag_14,preco_real_lag_30,carga_lag_30,preco_rolling_mean_7,preco_rolling_std_7,carga_rolling_mean_7,preco_rolling_mean_14,preco_rolling_std_14,carga_rolling_mean_14,preco_rolling_mean_30,preco_rolling_std_30,carga_rolling_mean_30,geracao_total,razao_gas_carvao,carga_per_temp
0,-1.0637416525370655,-1.406375144239276,1.291464608528289,-0.6041110700081788,7.163122865107257,-1.2535683658322145,-1.5352064131571015,1.6351656006138777,0.4983097246268827,-1.3865190025773062,-1.2721272389148355,-0.6336156470997966,0.6515002480671823,1.223128709064492,0.6487198331446882,1.2001673330222975,-0.6110342242776007,-1.2745019505912294,0.02672821375883219,1.447131605621314,1.2196882212642193,1.433615062553667,0.9953098520214664,1.564899597372989,0.9295653751522142,1.7518211772245702,0.8429865145607968,1.256003974216019,0.7766238710512985,-1.1692442326794343,0.4325074270103469,1.5257857060082722,1.947007759576797,0.6690634719595789,0.8047895645405108,2.5807235227704832,1.0269418097650074,0.5041448358967189,1.370607948900988,-1.3914781593112342,0.7759975969667904,1.3902365891364519
1,-1.4225561290459015,-1.576681484528902,0.027652229000938798,-1.117157440062616,4.155415237310042,-1.2535683658322145,-1.5352064131571015,1.7489810785897373,0.9979284940645191,-1.3771277429988988,-1.2721272389148355,1.5782438526845544,0.6515002480671823,1.223128709064492,0.6697046087422518,1.1878958882226045,-1.3763561527977766,-0.31524092093800415,-0.7831950014296181,1.290472565712871,0.025060751893996692,1.4443148563385046,1.2181377200194563,1.4306134064454517,0.17867347864928879,0.4542409721227969,0.27709732507597806,0.16959891308913588,0.4991986524163585,-1.681574104415894,0.0687521056188614,3.4620220202302376,1.83063378300592,0.4720423959784304,2.200122579465388,2.5567065800704682,0.9211558457174586,1.3277038406454251,1.533380339677021,-1.6899276219781183,0.7752915660616595,0.2759161137755013
2,-0.014644510955926582,0.5603420613750123,-0.7540171464083105,-1.5613191679179523,1.907989259872677,-1.2535683658322145,-1.2478884427313282,-1.66548326068605,1.4975472635021556,-1.3677364834204915,-1.2721272389148355,1.5782438526845544,1.1635097074503236,0.6989667333623854,0.6904770341971614,1.1752616047796218,-1.103215918901629,0.8809380176805846,-2.079086154607991,0.027255565762149377,-0.784496619513603,1.2877363323656168,0.024007094501334644,1.441301813350505,-0.20504497780187272,-0.4255977117379057,0.11450203162683212,-0.28371488850935367,1.1137759601304915,-0.5176355441091466,-0.20978243744975014,4.42103214198273,1.741430394556175,0.3006532954967714,3.030030469522152,2.4813335638391174,0.7962232873548032,1.887812801000724,1.5118461398997627,0.30667567349726105,-0.6825019026314378,-0.39842087235676193
3,-0.48862518349122286,-0.07091226370617947,1.514005879707301,-1.5308370477355362,1.8578607994093903,-1.2535683658322145,-1.2478884427313282,-1.5516677827101903,-1.5001653531236632,-1.3583452238420843,-1.2721272389148355,-0.6336156470997966,1.1635097074503236,0.6989667333623854,0.711030954191449,1.1622682265042037,0.0027063102416611065,1.4132877268811472,-1.9328334802749039,-0.7540455667106217,-2.07980241631478,0.025168571032847756,-0.7852135831559373,1.2848899225730932,1.25235059995908,1.4419819748502065,0.9116823239908449,1.6151213284912715,0.7610217497923915,-1.2730259191528908,-0.33422075340040897,3.966845099608444,1.7587993394455403,0.2641230742836585,2.9699638465099225,2.4625658474733583,0.7838322243870159,1.8889858882964525,1.7759742055395498,-0.3159248676525144,-0.581127228635356,1.8546526484591985
4,-0.36873888392391474,-0.7401236823931361,0.2765835916303359,-1.4167446638627712,2.100148358315278,-1.2535683658322145,-1.2478884427313282,-1.4378523047343308,-1.0005465836860266,-1.348953964263677,-1.2721272389148355,-0.6336156470997966,1.1635097074503236,0.6989667333623854,0.7313602781550302,1.1489196036147533,1.1086285393849513,0.8809380176805849,0.4855189306562071,1.5129089981278676,-1.9336158045791518,-0.7557310066259276,-2.07998066413295,0.023665804641971287,0.9914780158011252,1.5640545071406131,1.5952705676498837,1.9532809916994096,0.2335098508891237,-0.5478487504845784,-0.4844908792863833,3.4904914101991573,1.409313255175751,0.13585843394356883,2.6545408088359532,2.195314044278928,0.7758444090762827,1.9037517915592357,1.8545033271709648,-0.6243320244051811,0.15966128000985683,0.5939177033817674
5,-0.9904934402495085,-1.2887168598168197,-1.7831782127913522,-1.891841564817267,2.651561423411434,-1.2535683658322145,-1.2478884427313282,-1.3240368267584712,-0.5009278142483902,-1.3395627046852698,-1.2721272389148355,-0.6336156470997966,1.1635097074503236,0.6989667333623854,0.7514589820704723,1.1352196915963193,1.3817687732810988,-0.31524092093800377,0.0635365376870109,0.27606965730630256,0.4836442321949372,1.510058442125069,-1.9338548511995945,-0.7564027280646007,1.2142236065651177,1.4298809768524428,0.8435832589452179,1.996961708502353,1.5446104290901754,-2.217357974923114,-0.7113505492454433,2.5261199308474755,0.5404534682462322,0.04882961249854865,2.5706320961045157,1.5966633151672218,0.7040521423217577,1.8843383232440878,1.8974087797250583,-1.2839619758714977,0.5396357097576663,-1.3587900725574737
6,-0.41912274144479733,-0.7869606465213501,-1.7603826337971413,-1.8886387069989172,2.158631562189112,-1.2535683658322145,-1.2478884427313282,-1.2102213487826117,-0.0013090448107537355,-1.3301714451068625,-1.2721272389148355,-0.6336156470997966,1.1635097074503236,0.6989667333623854,0.7713211102580393,1.1211725500285015,0.6164468447609233,-1.2745019505912292,-0.19016422209959857,-1.7827217972984841,0.0618524494356981,0.2738547829514674,0.4823998505901635,1.5069754338346528,0.020533903296900406,1.440560416619867,0.6803561185008031,1.9044400658648233,1.03965408354982,-0.21431745583578163,-0.6980604740837758,2.5673870836432506,-0.3251460057526037,0.0002283837500268009,2.4985551068740097,1.0162546630068314,0.6650274557787521,1.882356244066467,1.7521481626255038,-0.6791238079558215,0.183601235635033,-1.3365315753169933
7,-0.5701010991986055,1.5042635921559833,0.26739255978037463,-2.063318091856022,0.30387852504749535,-1.2535683658322145,-1.2478884427313282,-1.0964058708067521,0.4983097246268827,-1.320780185528455,-1.2721272389148355,-0.6336156470997966,1.1635097074503236,0.6989667333623854,0.7909407771404894,1.1067823413825086,-0.6110342242776007,-1.2745019505912294,0.10945063156887803,-1.7599369572576102,-0.19173371325895938,-1.783878542354321,0.060783490428766636,0.27208736099281977,-0.7883879767294951,1.2842797490419353,0.9234416986250126,1.741682244741043,1.9163797247125691,1.2024999947492059,-0.4953783879391478,2.8954243617319557,-0.6014165659115979,-0.03787037002373828,2.3880295867064993,0.7810620855534299,0.6051941708791212,1.7265326760068205,1.6635037841196543,0.5233961998163383,-1.218633253981702,0.7441125720474218
8,0.7008409088023698,1.7109817544653598,0.9981402587291923,-2.085065403808708,-1.0328804206401567,-1.2535683658322145,-1.2478884427313282,-0.9825903928308924,0.9979284940645191,-1.311388925950048,-1.2721272389148355,1.5782438526845544,1.1635097074503236,0.6989667333623854,0.8103121689870981,1.0920533297877282,-1.3763561527977766,-0.31524092093800415,0.4783744034617752,0.2668829553337347,0.10774580383833429,-1.7611054127306274,-0.19269720614432315,-1.7834560938841704,-2.0826769763289374,0.024113746725899766,0.16989395154538822,0.44707331101871356,1.8756679395526088,-0.8236515178011138,-0.021543883455843404,2.083152832083353,-0.3396017141846735,0.019062414793702017,2.509698105187288,0.865991079307391,0.5629255517464012,1.575575157994511,1.8362855877360849,1.3576527889663772,-0.834568318508425,1.4870202921336475
9,-0.8504925710058363,0.3534497839573525,-1.3737526273297924,-1.9059691694596665,0.1702026304787302,-1.2535683658322145,-1.2478884427313282,-0.8687749148550329,1.4975472635021556,-1.3019976663716406,-1.2721272389148355,1.5782438526845544,1.1635097074503236,0.6989667333623854,0.8294295456363928,1.076989879768174,-1.103215918901629,0.8809380176805846,0.8702377111995412,0.9972864004497286,0.4765029321963582,0.26467280254430947,0.1066577578510915,-1.760707199763941,-1.9366051190691334,-0.7553003402849713,-0.21518168946003732,-0.4307506692501771,1.6912285775276716,0.6438191203072415,0.25039063498760555,-0.16464620844601185,-0.5067917753467927,0.015648892170983787,2.512990687204127,0.7162722491829191,0.4831184646115866,1.4774586454313656,1.6459522686917365,-0.2818558528749892,-1.001075687830545,-0.9444767936896309
